~~~~~~~~~~~~~~~~~~~~~~~~
~~~~~~~ Test #1# ~~~~~~~
~~~~~~~~~~~~~~~~~~~~~~~~
Serial	Identifier	Prediction
1.			260		~		1
2.			5		~		0
3.			518		~		0
4.			264		~		0
5.			265		~		1
6.			11		~		0
7.			525		~		0
8.			270		~		0
9.			15		~		1
10.			16		~		0
11.			273		~		0
12.			530		~		0
13.			532		~		1
14.			22		~		1
15.			278		~		1
16.			279		~		0
17.			280		~		0
18.			536		~		0
19.			25		~		0
20.			28		~		0
21.			284		~		1
22.			29		~		0
23.			31		~		0
24.			544		~		0
25.			547		~		0
26.			293		~		1
27.			39		~		1
28.			40		~		0
29.			553		~		0
30.			42		~		1
31.			555		~		1
32.			301		~		1
33.			303		~		0
34.			49		~		1
35.			51		~		1
36.			310		~		1
37.			56		~		0
38.			57		~		1
39.			574		~		1
40.			319		~		0
41.			577		~		1
42.			66		~		1
43.			324		~		0
44.			332		~		0
45.			333		~		0
46.			334		~		0
47.			79		~		0
48.			335		~		0
49.			591		~		1
50.			80		~		0
51.			594		~		1
52.			340		~		1
53.			596		~		1
54.			87		~		0
55.			349		~		0
56.			94		~		0
57.			350		~		0
58.			351		~		0
59.			352		~		0
60.			608		~		0
61.			611		~		1
62.			102		~		0
63.			103		~		1
64.			619		~		0
65.			364		~		0
66.			110		~		1
67.			366		~		0
68.			112		~		1
69.			113		~		0
70.			370		~		0
71.			116		~		1
72.			630		~		0
73.			631		~		0
74.			378		~		1
75.			635		~		0
76.			637		~		0
77.			127		~		1
78.			640		~		0
79.			130		~		0
80.			131		~		1
81.			388		~		0
82.			135		~		0
83.			647		~		0
84.			648		~		0
85.			396		~		0
86.			652		~		0
87.			654		~		1
88.			145		~		0
89.			402		~		1
90.			659		~		0
91.			409		~		0
92.			154		~		0
93.			666		~		1
94.			667		~		0
95.			412		~		0
96.			157		~		0
97.			669		~		0
98.			159		~		0
99.			161		~		1
100.			417		~		0
101.			421		~		0
102.			677		~		0
103.			166		~		0
104.			167		~		0
105.			679		~		0
106.			425		~		0
107.			172		~		1
108.			429		~		0
109.			433		~		0
110.			437		~		0
111.			182		~		1
112.			438		~		0
113.			440		~		0
114.			444		~		0
115.			446		~		0
116.			448		~		0
117.			193		~		0
118.			195		~		1
119.			197		~		0
120.			453		~		1
121.			200		~		1
122.			458		~		0
123.			210		~		1
124.			211		~		0
125.			467		~		0
126.			212		~		0
127.			215		~		0
128.			216		~		1
129.			222		~		1
130.			225		~		1
131.			226		~		1
132.			229		~		0
133.			238		~		0
134.			239		~		0
135.			495		~		0
136.			500		~		1
137.			503		~		0
138.			507		~		0
139.			508		~		0
140.			509		~		1
141.			255		~		1

Summary %1 

Total test data: 141
TP	:	48
FN	:	9
FP	:	0
TN	:	84

Accuracy	:	93.61702127659575
Precision	:	1.0
Recall		:	0.8421052631578947
F-measure	:	0.9142857142857143
G-mean		:	0.9176629354822471

~~~~~~~~~~~~~~~~~~~~~~~~
~~~~~~~ Test #2# ~~~~~~~
~~~~~~~~~~~~~~~~~~~~~~~~
Serial	Identifier	Prediction
1.			4		~		1
2.			5		~		0
3.			263		~		1
4.			521		~		0
5.			266		~		1
6.			12		~		0
7.			524		~		0
8.			13		~		1
9.			269		~		0
10.			270		~		0
11.			272		~		0
12.			273		~		0
13.			529		~		0
14.			19		~		1
15.			531		~		0
16.			278		~		1
17.			279		~		0
18.			25		~		0
19.			537		~		0
20.			538		~		0
21.			283		~		0
22.			539		~		0
23.			32		~		1
24.			289		~		0
25.			34		~		0
26.			35		~		0
27.			38		~		0
28.			295		~		0
29.			40		~		1
30.			41		~		1
31.			298		~		0
32.			557		~		1
33.			302		~		0
34.			558		~		0
35.			47		~		0
36.			48		~		1
37.			304		~		1
38.			569		~		0
39.			58		~		1
40.			570		~		0
41.			60		~		0
42.			62		~		0
43.			64		~		1
44.			576		~		1
45.			321		~		1
46.			68		~		0
47.			325		~		0
48.			326		~		1
49.			582		~		0
50.			327		~		1
51.			72		~		1
52.			329		~		0
53.			76		~		0
54.			333		~		1
55.			589		~		1
56.			591		~		1
57.			81		~		0
58.			82		~		0
59.			595		~		0
60.			84		~		1
61.			343		~		1
62.			599		~		0
63.			344		~		1
64.			600		~		0
65.			89		~		0
66.			346		~		0
67.			93		~		0
68.			607		~		0
69.			96		~		0
70.			610		~		0
71.			356		~		0
72.			612		~		0
73.			613		~		0
74.			614		~		0
75.			615		~		0
76.			360		~		0
77.			616		~		0
78.			618		~		1
79.			363		~		0
80.			109		~		0
81.			110		~		1
82.			622		~		0
83.			367		~		0
84.			112		~		1
85.			624		~		0
86.			372		~		0
87.			628		~		0
88.			118		~		0
89.			630		~		0
90.			633		~		1
91.			133		~		0
92.			137		~		0
93.			394		~		0
94.			650		~		0
95.			141		~		0
96.			397		~		0
97.			398		~		1
98.			654		~		1
99.			402		~		1
100.			661		~		0
101.			150		~		0
102.			662		~		0
103.			407		~		1
104.			154		~		0
105.			413		~		1
106.			418		~		0
107.			164		~		0
108.			165		~		0
109.			421		~		1
110.			423		~		0
111.			426		~		1
112.			427		~		0
113.			174		~		1
114.			179		~		1
115.			435		~		1
116.			437		~		0
117.			182		~		1
118.			440		~		0
119.			192		~		0
120.			451		~		1
121.			455		~		0
122.			459		~		0
123.			210		~		1
124.			211		~		0
125.			216		~		1
126.			472		~		0
127.			220		~		0
128.			476		~		0
129.			224		~		1
130.			494		~		0
131.			245		~		1
132.			246		~		1
133.			502		~		0
134.			247		~		1
135.			248		~		1
136.			504		~		0
137.			507		~		0
138.			508		~		1

Summary %2 

Total test data: 138
TP	:	46
FN	:	5
FP	:	3
TN	:	84

Accuracy	:	94.20289855072464
Precision	:	0.9387755102040817
Recall		:	0.9019607843137255
F-measure	:	0.92
G-mean		:	0.9331980970313363

~~~~~~~~~~~~~~~~~~~~~~~~
~~~~~~~ Test #3# ~~~~~~~
~~~~~~~~~~~~~~~~~~~~~~~~
Serial	Identifier	Prediction
1.			257		~		1
2.			514		~		0
3.			4		~		1
4.			6		~		1
5.			262		~		0
6.			10		~		0
7.			266		~		0
8.			11		~		0
9.			523		~		0
10.			524		~		0
11.			14		~		0
12.			15		~		1
13.			16		~		1
14.			528		~		0
15.			18		~		0
16.			530		~		0
17.			275		~		1
18.			276		~		1
19.			536		~		0
20.			26		~		0
21.			283		~		0
22.			35		~		0
23.			548		~		0
24.			37		~		0
25.			298		~		0
26.			46		~		0
27.			558		~		0
28.			560		~		1
29.			308		~		1
30.			310		~		1
31.			311		~		0
32.			567		~		1
33.			56		~		0
34.			568		~		1
35.			59		~		1
36.			315		~		1
37.			572		~		1
38.			319		~		0
39.			577		~		1
40.			66		~		1
41.			322		~		0
42.			323		~		1
43.			579		~		0
44.			324		~		0
45.			69		~		0
46.			325		~		0
47.			583		~		0
48.			585		~		0
49.			74		~		0
50.			586		~		0
51.			587		~		0
52.			333		~		0
53.			80		~		0
54.			83		~		1
55.			595		~		0
56.			342		~		0
57.			599		~		0
58.			345		~		1
59.			92		~		0
60.			605		~		0
61.			94		~		0
62.			606		~		1
63.			95		~		0
64.			608		~		0
65.			97		~		1
66.			356		~		0
67.			614		~		0
68.			103		~		1
69.			616		~		0
70.			105		~		1
71.			361		~		0
72.			107		~		0
73.			108		~		1
74.			111		~		1
75.			367		~		0
76.			624		~		0
77.			116		~		1
78.			372		~		0
79.			374		~		0
80.			630		~		0
81.			631		~		0
82.			122		~		1
83.			382		~		0
84.			642		~		1
85.			133		~		0
86.			391		~		0
87.			392		~		0
88.			137		~		0
89.			396		~		0
90.			652		~		0
91.			142		~		0
92.			399		~		0
93.			658		~		0
94.			403		~		0
95.			148		~		1
96.			408		~		0
97.			666		~		1
98.			668		~		0
99.			670		~		0
100.			159		~		0
101.			416		~		0
102.			161		~		1
103.			418		~		0
104.			419		~		0
105.			676		~		1
106.			166		~		0
107.			422		~		1
108.			678		~		0
109.			169		~		1
110.			425		~		0
111.			173		~		0
112.			174		~		1
113.			176		~		0
114.			436		~		0
115.			438		~		0
116.			184		~		0
117.			440		~		0
118.			441		~		0
119.			443		~		1
120.			447		~		0
121.			193		~		0
122.			194		~		0
123.			452		~		1
124.			453		~		1
125.			198		~		0
126.			455		~		0
127.			200		~		1
128.			201		~		1
129.			461		~		0
130.			462		~		0
131.			209		~		1
132.			468		~		1
133.			214		~		0
134.			472		~		0
135.			218		~		1
136.			475		~		1
137.			223		~		0
138.			482		~		0
139.			483		~		0
140.			228		~		1
141.			484		~		0
142.			229		~		0
143.			492		~		1
144.			240		~		1
145.			497		~		0
146.			500		~		1
147.			504		~		0
148.			249		~		0
149.			506		~		0
150.			252		~		1
151.			508		~		1
152.			255		~		1
153.			511		~		0

Summary %3 

Total test data: 153
TP	:	48
FN	:	3
FP	:	4
TN	:	98

Accuracy	:	95.42483660130719
Precision	:	0.9230769230769231
Recall		:	0.9411764705882353
F-measure	:	0.9320388349514563
G-mean		:	0.9509298551358543

~~~~~~~~~~~~~~~~~~~~~~~~
~~~~~~~ Test #4# ~~~~~~~
~~~~~~~~~~~~~~~~~~~~~~~~
Serial	Identifier	Prediction
1.			514		~		0
2.			259		~		1
3.			525		~		0
4.			526		~		0
5.			16		~		1
6.			272		~		0
7.			17		~		0
8.			278		~		1
9.			23		~		0
10.			27		~		0
11.			283		~		0
12.			540		~		0
13.			541		~		0
14.			32		~		1
15.			544		~		0
16.			289		~		0
17.			294		~		1
18.			552		~		0
19.			297		~		1
20.			44		~		0
21.			557		~		1
22.			49		~		1
23.			310		~		1
24.			314		~		0
25.			572		~		1
26.			317		~		1
27.			574		~		1
28.			576		~		1
29.			577		~		1
30.			579		~		0
31.			324		~		0
32.			325		~		0
